image_path,sharpness,sobel,brightness,noise,snr,contrast,entropy,saturation,ratiozoom,densite,pourcentage_vert
../../data/plantvillage dataset/color/Tomato___Late_blight/c3a5ec63-9d0d-48a2-898a-9bc31b4443a9___GHLB_PS Leaf 1.2 Day 16.jpg,382.2011403432116,34.8607675612134,53.46427917480469,106.67268935427794,0.5011993181988769,58.906216374320564,8.974770673899261,67.65878295898438,0.00591278076171875,22,38.93831837201464
../../data/plantvillage dataset/color/Tomato___Late_blight/302da4a0-3b99-46ad-80f6-16ae585abf24___GHLB_PS Leaf 2.1 Day 18.jpg,306.2054138183594,18.402074939426086,21.3778076171875,76.65553747734629,0.27888145228262473,48.598316625537926,3.723815798986416,37.27458190917969,0.17841339111328125,1,42.0151227965955
../../data/plantvillage dataset/color/Tomato___Late_blight/3b34322e-e2ad-4023-bf76-f290fb2455a1___GHLB_PS Leaf 52 Day 18.jpg,414.3688659667969,24.095594499786653,31.942703247070312,92.40726544135724,0.345673071208254,51.73010517968661,5.49931552264806,55.35621643066406,0.00498199462890625,19,45.76894814810456
../../data/plantvillage dataset/color/Tomato___Late_blight/233f5fca-7077-4175-a29f-57f310ea7879___GHLB_PS Leaf 51 Day 18.jpg,363.3456115722656,15.91298956438353,20.309646606445312,71.80240659672265,0.2828546781240105,48.83102074873006,3.07008351120567,28.07427978515625,0.00296783447265625,7,42.74132879120793
../../data/plantvillage dataset/color/Tomato___Late_blight/12c80d02-59c6-4db4-a96e-b28c3fdaf3c2___GHLB_PS Leaf 1.2 Day 9.jpg,425.9717247595545,41.44507096913849,55.022918701171875,111.19077395184068,0.49485147684108743,55.16277205266173,9.300304811709664,83.46574401855469,0.0091400146484375,45,43.626234287754635
../../data/plantvillage dataset/color/Tomato___Late_blight/1f2dc4ae-5264-443a-a103-67fafb37bc70___GHLB_PS Leaf 26.1 Day 16.jpg,233.4415283203125,13.383002511258804,9.820343017578125,68.66815348881948,0.14301160754493084,27.439203570040444,2.836485672578942,30.2230224609375,0.004669189453125,8,41.8218646823912
../../data/plantvillage dataset/color/Tomato___Late_blight/1bfebfc9-3eda-4889-bdb1-75a8929a1b4f___GHLB_PS Leaf 48 Day 18.jpg,253.36538696289062,22.057076264122983,31.086074829101562,87.81427549383028,0.35399796507215536,56.10956338458495,5.457857140457264,62.10914611816406,0.00305938720703125,10,45.14155553011585
../../data/plantvillage dataset/color/Tomato___Late_blight/c9f19d2a-8c9d-4ac1-b077-545c5d6f53a9___GHLB_PS Leaf 53 Day 18 .jpg,390.7127685546875,21.627098116912308,23.460723876953125,84.68614982069823,0.27703141454211044,44.27236888669143,4.71260215315994,62.050018310546875,0.2223358154296875,1,51.11953844159211
../../data/plantvillage dataset/color/Tomato___Late_blight/373403cf-6ba1-441e-bd8a-590578b67ba7___GHLB_PS Leaf 1 Day 16.jpg,212.27827449678443,24.216421177477926,27.219085693359375,95.4416377430793,0.28519089086286237,41.13280218119505,6.59177715041808,63.83503723144531,0.00748443603515625,21,40.89379955152314
../../data/plantvillage dataset/color/Tomato___Late_blight/121097dd-b0cb-436b-9b2f-7dab30c86872___GHLB_PS Leaf 37.1 Day 13.jpg,196.38052368164062,13.390480358795502,14.292572021484375,74.3163332922937,0.1923207374248435,33.106333696310486,3.6025315159491984,42.818695068359375,0.002593994140625,2,43.23252631872888
../../data/plantvillage dataset/color/Tomato___Late_blight/a5ef7726-d20f-4109-985f-7fc8989e4aa5___GHLB_PS Leaf 2.2 Day 8.jpg,112.76327514648438,16.32574749069188,21.016555786132812,89.39515309736873,0.235097262636171,28.844699312362298,5.5525504655787055,45.748870849609375,0.0043487548828125,5,40.64500674595574
../../data/plantvillage dataset/color/Tomato___Late_blight/860b6c56-686a-4f21-8ae3-d7e45acd760b___GHLB_PS Leaf 25 Day 16.jpg,134.2540283203125,12.603893518354923,12.936447143554688,75.64350449712055,0.17101861196881918,23.83523085080561,3.8022094776376156,39.16143798828125,0.06851959228515625,5,41.24863609719907
../../data/plantvillage dataset/color/Tomato___Late_blight/5916c8e5-c9d2-4bc5-b5e7-8812caf890aa___GHLB_PS Leaf 29 Day 12.jpg,723.1062316894531,25.2114167429685,31.320877075195312,90.8105708225445,0.34490342689729725,53.119972084564566,5.762504046589618,47.593109130859375,0.00693511962890625,19,40.790158630073634
../../data/plantvillage dataset/color/Tomato___Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13.jpg,338.8652038574219,28.658909958861152,41.47956848144531,102.91429767387298,0.40304961913932197,48.57593760186936,7.889509153123378,69.67872619628906,0.00843048095703125,11,42.146258148487824
../../data/plantvillage dataset/color/Tomato___Late_blight/c4f45383-715a-48b2-8ec7-c45d1c230a9d___GHLB_PS Leaf 13.1 Day 7.jpg,349.2173610960599,25.99259794462141,36.884033203125,92.97951878390116,0.39668986982874394,58.59429331158832,5.6563903580120884,49.23402404785156,0.29218292236328125,1,42.32511690113471
../../data/plantvillage dataset/color/Tomato___Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13.jpg,160.83833312964998,14.307074538713202,12.559371948242188,81.3100763563381,0.15446267561232202,25.83873296452433,4.056190727082439,43.966033935546875,0.0050506591796875,7,45.89748513100597
../../data/plantvillage dataset/color/Tomato___Late_blight/a4547675-5ca9-48de-a334-deb20db0808c___GHLB_PS Leaf 34 Day 13.jpg,466.91265815496445,26.192203102414343,31.141403198242188,92.56295919191619,0.3364348273878636,46.722342667399104,6.03024719717452,48.442291259765625,0.29299163818359375,1,41.65644594898531
../../data/plantvillage dataset/color/Tomato___Late_blight/c1114ce7-8c10-4854-8c07-66b3500ae853___GHLB_PS Leaf 8 Day 7.jpg,383.7234038466122,27.318192818319176,44.04167175292969,99.6743354339214,0.4418556849283123,57.97961635782993,6.7400803733559345,51.96406555175781,0.373443603515625,1,40.75018553255294
../../data/plantvillage dataset/color/Tomato___Late_blight/452dfdfb-298d-4c0c-b500-0c480eea587d___GHLB_PS Leaf 40 Day 18.jpg,240.80703735351562,27.422950448188576,41.10650634765625,94.61725860585743,0.434450405278509,56.218848332767834,6.53810636854089,52.41249084472656,0.0051727294921875,10,40.81599047496812
../../data/plantvillage dataset/color/Tomato___Late_blight/e8c3e15e-99ae-4c47-9d27-4d94c2b96e8a___GHLB_PS Leaf 26.3 Day 13.jpg,314.6010893934872,19.030047389125844,20.062606811523438,80.8888027310709,0.24802699674298698,40.28380271793397,4.294598527165983,45.25999450683594,0.005462646484375,10,42.39767860165298
../../data/plantvillage dataset/color/Tomato___Late_blight/5d8d97e7-8a2f-459f-a610-c26af46c7f5f___GHLB_PS Leaf 25.2 Day 16.jpg,286.8887634277344,16.86307647254572,15.973159790039062,77.12045742805094,0.20711961939464796,31.219590132567596,3.8673288074906496,37.873016357421875,0.05876922607421875,10,40.56684003911106
../../data/plantvillage dataset/color/Tomato___Late_blight/d82b634e-9a19-497b-b698-aaf100d622a1___GHLB_PS Leaf 24 Day 13.jpg,373.6839904775843,23.902347311713864,29.4541015625,92.37323643535457,0.3188596903077313,46.92431064194877,5.758612560872225,57.52253723144531,0.00457000732421875,8,43.19593517010138
../../data/plantvillage dataset/color/Tomato___Late_blight/ea42a7f6-5683-41d6-b3fc-acf07d1865e4___GHLB_PS Leaf 8 Day 9.jpg,261.5998229980469,16.904365906793434,17.559005737304688,84.133071003475,0.20870515634190315,33.33379705547307,4.284047430184394,44.0947265625,0.22856903076171875,1,45.90515294628376
../../data/plantvillage dataset/color/Tomato___Late_blight/aa32ce1a-27a6-4371-b119-ff5ea6e34a3d___GHLB_PS Leaf 24 Day 9.jpg,866.3231044278946,46.34961729151571,57.354705810546875,115.84772461005392,0.49508702914627045,56.90152418897229,10.11258699566917,107.34403991699219,0.5988082885742188,1,45.06465392458314
../../data/plantvillage dataset/color/Tomato___Late_blight/89d2801e-6359-4079-a4c2-0df4718d7800___GHLB_PS Leaf 1 Day 8.jpg,277.12762451171875,22.93491910641601,27.486099243164062,102.04713230873351,0.26934710090634967,32.556576669768376,6.564383700161476,53.37498474121094,0.004974365234375,9,42.15974502733361
../../data/plantvillage dataset/color/Tomato___Late_blight/bd4f09bd-ee85-4ab1-bce0-8cde3fdd7f1b___GHLB_PS Leaf 23.7 Day 13.jpg,236.8028106575366,15.446073611581053,13.8079833984375,76.86865653012855,0.17963086675029222,31.745678143593018,3.605062966374534,37.81494140625,0.00441741943359375,8,42.54239470907384
../../data/plantvillage dataset/color/Tomato___Late_blight/1cb5d336-3649-49bf-aa9a-72950067b8b0___GHLB_PS Leaf 12 Day 9.jpg,406.2009582519531,38.41125155616325,51.97770690917969,107.59196584627833,0.48310026218354135,55.928715762053,8.786519914807462,72.08407592773438,0.0107574462890625,53,42.62935166223098
../../data/plantvillage dataset/color/Tomato___Late_blight/4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9.jpg,377.1756591796875,19.339496145754904,16.719589233398438,79.25895672644812,0.21094889365127406,39.12110445490644,3.830275146974674,42.69389343261719,0.00644683837890625,25,42.93013551791421
../../data/plantvillage dataset/color/Tomato___Late_blight/3db1a347-001b-4170-8f64-4fa097f83bc7___GHLB_PS Leaf 1.2 Day 8.jpg,376.7279357910156,23.679603048474355,29.88677978515625,98.47441872626949,0.30349790505728075,38.37835338859224,6.374812780757643,52.58201599121094,0.0037384033203125,9,42.078919207038865
../../data/plantvillage dataset/color/Tomato___Late_blight/28e858c2-03ac-423c-8e0c-72e38a5634d9___GHLB_PS Leaf 2.2 Day 13.jpg,280.988037109375,25.644173632678722,35.73219299316406,101.68964021221777,0.3513847911999095,46.47647561544093,7.198435978227524,57.36497497558594,0.00492095947265625,18,40.833091068204105
../../data/plantvillage dataset/color/Tomato___Late_blight/ee26dd7d-3a4e-44c1-af1a-34dfdaa3d585___GHLB_PS Leaf 1.2 Day 7.jpg,301.5084533691406,23.388932789279874,30.974395751953125,99.31399714350454,0.3118834871503201,39.91965063750105,6.362217319257987,59.688568115234375,0.01120758056640625,5,43.213023075477366
../../data/plantvillage dataset/color/Tomato___Late_blight/8b2bb3d4-b5db-4772-8151-2689b7d52846___GHLB_PS Leaf 19.1 Day 8.jpg,240.36770629882812,19.184596977388846,29.578048706054688,86.4332004158318,0.34220702882404125,46.89581354011183,4.893690004492769,36.43376159667969,0.2476348876953125,1,41.16918776634183
../../data/plantvillage dataset/color/Tomato___Late_blight/10acd4c3-b1b8-4fc7-848a-c9af30086e78___GHLB_PS Leaf 28.2 Day 13.jpg,331.7411956784781,20.911468843044446,24.770584106445312,83.26565282807047,0.29748861943822613,47.317431211429586,4.520629986909935,50.42303466796875,0.00412750244140625,13,44.554552960661006
../../data/plantvillage dataset/color/Tomato___Late_blight/cb11b3a4-a1f5-43a2-a7ff-399d7674b708___GHLB_PS Leaf 2.2 Day 18.jpg,340.85281362757087,29.59529626775459,43.395111083984375,96.48155924275264,0.44977622070555484,62.11880001621062,6.49316398590151,52.52630615234375,0.3600921630859375,1,41.07365579456338
../../data/plantvillage dataset/color/Tomato___Late_blight/65773c21-d788-4c22-84b4-91257a603e74___GHLB_PS Leaf 13 Day 7.jpg,175.47125244140625,25.4433416781113,45.93896484375,103.14688253135236,0.4453742441492254,50.59274626284615,7.7539140461606575,69.260498046875,0.0036468505859375,3,43.3499877662166
../../data/plantvillage dataset/color/Tomato___Late_blight/f66ada20-cd47-4393-b7c6-87f1f39fd741___GHLB_PS Leaf 41.1 Day 18.jpg,180.58657836914062,16.76770411906051,30.963424682617188,80.50835408769264,0.38459890322550494,54.98353875878254,4.541221441828065,41.48858642578125,0.2216644287109375,1,42.61844811110802
../../data/plantvillage dataset/color/Tomato___Late_blight/97968e5a-b1d0-428c-842a-f77308212339___GHLB_PS Leaf 46.2 Day 18.jpg,353.535400390625,27.433120875975145,46.98945617675781,100.0670957802881,0.4695794937421789,58.561131248050735,6.913321835214551,67.10763549804688,0.37337493896484375,1,45.53181097450288
../../data/plantvillage dataset/color/Tomato___Late_blight/48c55974-9fe9-4f4b-94f7-c8cd127d1e05___GHLB_PS Leaf 23.7 Day 13.jpg,236.8028106575366,15.446073611581053,13.8079833984375,76.86865653012855,0.17963086675029222,31.745678143593018,3.605062966374534,37.81494140625,0.00441741943359375,8,42.54239470907384
../../data/plantvillage dataset/color/Tomato___Late_blight/736cd652-e63d-4b01-a3c6-6859bc095fb9___GHLB_PS Leaf 39 Day 16.jpg,539.7597337625921,24.53133126915611,38.907379150390625,88.82616172722445,0.43801711560914885,63.87484828283791,5.580803016134862,52.313232421875,0.0064239501953125,11,41.90786695821351
../../data/plantvillage dataset/color/Tomato___Late_blight/4be2e7c4-f539-41c3-975b-a1ff17b516ec___GHLB_PS Leaf 2 Day 8.jpg,255.65048217773438,21.119500789828702,34.700042724609375,92.46304762138207,0.3752855180233643,47.44455662525802,6.042380138159617,46.26054382324219,0.00299072265625,1,40.55241054283453
../../data/plantvillage dataset/color/Tomato___Late_blight/1f38a263-cfb5-47fe-8c0e-f8d62141f922___GHLB_PS leaf 28 Day 12 .jpg,184.18244905560277,17.219234337761602,20.807159423828125,96.03028408319507,0.21667289254087813,24.36806820030911,6.477684128042166,68.32344055175781,0.00412750244140625,4,43.69406983271837
../../data/plantvillage dataset/color/Tomato___Late_blight/5114b264-0305-4447-b560-6ca1826d3420___GHLB_PS Leaf 24.1 Day 16.jpg,548.5358885964379,31.75497347457342,32.62312316894531,95.87216197695146,0.34027732864507854,49.05814672030102,6.520902386325432,68.97689819335938,0.00963592529296875,28,43.57681795707712
../../data/plantvillage dataset/color/Tomato___Late_blight/10bdda57-bfe5-4403-a4c6-a1211d4f348e___GHLB_PS Leaf 20 Day 8.jpg,86.51544189453125,13.755183718061886,27.253707885742188,81.31254875138343,0.3351722250039358,40.87452265357169,5.160798622796241,46.09208679199219,0.26548004150390625,1,43.094006635386
../../data/plantvillage dataset/color/Tomato___Late_blight/830c33b8-d419-4fb7-98f8-08387e726648___GHLB_PS Leaf 1.5 Day 16.jpg,299.1536865234375,21.328493355544055,26.076522827148438,86.07498247079587,0.30295124179660293,47.00810711323346,5.142267935512517,45.02369689941406,0.00548553466796875,15,38.978704483340636
../../data/plantvillage dataset/color/Tomato___Late_blight/31eb8659-67c1-4cc6-b0b9-1d5ffe9eed0b___GHLB_PS Leaf 2.3 Day 18.jpg,381.4679870605469,17.507305201876324,19.78753662109375,72.32030463726029,0.27360969675588137,49.51311429553095,3.2768114387100384,31.660842895507812,0.00437164306640625,12,41.02841330780014
../../data/plantvillage dataset/color/Tomato___Late_blight/e5b50c59-e517-4dcc-8887-8bd2ca748329___GHLB2ES Leaf 142.jpg,375.04022216796875,25.226957902199906,33.69439697265625,93.65541967086185,0.3597698573245439,53.02809426013671,5.432901946715716,57.55494689941406,0.30081939697265625,1,46.7069163376556
../../data/plantvillage dataset/color/Tomato___Late_blight/670616fe-c1a6-41a9-99b2-eb6270d8c299___GHLB_PS Leaf 26.2 Day 16.jpg,369.8121032714844,19.656795003351036,15.516067504882812,81.2482225505976,0.19097116241798556,33.59804003333201,4.0686822742689985,40.38533020019531,0.00583648681640625,18,40.61377983931522
../../data/plantvillage dataset/color/Tomato___Late_blight/86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8.jpg,206.00277709960938,24.5069410239002,41.29740905761719,104.17278892212596,0.3964318272067088,44.344819835754585,7.855676811971209,62.62709045410156,0.44792938232421875,1,41.93344582593007
../../data/plantvillage dataset/color/Tomato___Late_blight/dcf0db57-e7d2-487f-b9df-2ec299e0ee48___GHLB_PS Leaf 17.1 Day 8.jpg,186.5029144284781,17.904564605458045,27.4454345703125,87.91143514149444,0.31219413636165494,41.4080595259864,5.334725637237332,45.6142578125,0.27150726318359375,1,41.110278599754615
../../data/plantvillage dataset/color/Tomato___Late_blight/29e924db-ef09-49f2-9db3-e3c548a444d5___GHLB_PS Leaf 17.1 Day 9.jpg,503.4562526976224,30.905029597013502,47.297943115234375,106.1122548014445,0.4457349738136986,55.667135655673135,7.895629342562875,76.01509094238281,0.43877410888671875,1,43.40262567476682
../../data/plantvillage dataset/color/Tomato___Late_blight/7d4d00c0-1e72-427d-9f05-1f64f8051cb8___GHLB_PS Leaf 1 Day 7.jpg,216.48837280273438,19.374449937364908,23.977005004882812,93.20892020062787,0.2572393817380721,36.46154355097776,5.111281156542412,47.16377258300781,0.00347900390625,4,42.87522989135514
../../data/plantvillage dataset/color/Tomato___Late_blight/fe20bf11-9be6-480c-8c99-b7b391ac9653___GHLB_PS Leaf 44.2 Day 18.jpg,171.28094482328743,20.378354901397604,34.500762939453125,93.91897119554244,0.3673460484104046,49.502187655394344,5.992181802908165,62.14945983886719,0.324249267578125,1,46.39899487727723
../../data/plantvillage dataset/color/Tomato___Late_blight/674b9176-bd0c-47be-94a3-7c973d2ecdab___GHLB_PS leaf 28.1 Day 12.jpg,378.873046875,19.930648751136683,30.056564331054688,91.45247461928786,0.32865774771189826,37.372606144110684,6.058263984304705,53.90065002441406,0.0045166015625,13,41.89365949358392
../../data/plantvillage dataset/color/Tomato___Late_blight/784f6313-1080-4bd1-a556-d4e14e6879d0___GHLB_PS Leaf 53.1 Day 18 .jpg,488.2214508035686,21.75693971578092,21.50762939453125,80.39392907513505,0.26752802906834566,46.16144760263541,4.064966466937133,53.2188720703125,0.17913055419921875,1,49.84422300339909
../../data/plantvillage dataset/color/Tomato___Late_blight/f843c76c-a7d4-4031-abe2-9245602fbb15___GHLB_PS Leaf 49.1 Day 18.jpg,485.9166803264525,38.11689491660296,53.58784484863281,106.82143457377155,0.5016581649783473,60.81903000680063,8.192365615816794,73.38963317871094,0.00806427001953125,17,41.98640161884278
../../data/plantvillage dataset/color/Tomato___Late_blight/17fcb016-4663-4f95-bc0b-b40392235015___GHLB_PS Leaf 35.1 Day 13.jpg,83.52398681640625,8.831931982418835,9.073989868164062,65.40470135050032,0.13873604925641406,25.113691139550344,2.3745085025923007,22.553817749023438,0.00251007080078125,5,40.82327892122073
../../data/plantvillage dataset/color/Tomato___Late_blight/45fefdc6-a9a7-4955-8066-146efe1c8a1c___GHLB_PS Leaf 27 Day 9.jpg,1188.3678283691406,47.982851723597435,56.33055114746094,108.0731153414209,0.521226310257675,70.43347603493467,8.375689104526359,82.14503479003906,0.13836669921875,34,42.83848098712976
../../data/plantvillage dataset/color/Tomato___Late_blight/07b42bb5-9f6c-43bc-9bbe-e4b127d84cb6___GHLB Leaf 18.1 Day 8.jpg,370.77894657012075,37.96746249732093,153.37637329101562,123.44483195676825,1.2424689706307812,48.98088859085466,13.363214065067448,57.28587341308594,0.0032806396484375,10,36.435646289096724
../../data/plantvillage dataset/color/Tomato___Late_blight/d63639eb-4a20-4321-b8b6-38de563a1ee6___GHLB_PS Leaf 26.4 Day 13.jpg,468.4327392578125,23.347033821541217,24.499313354492188,87.55546784025009,0.2798147729527592,46.254052221839196,4.688826697463418,40.18421936035156,0.00942230224609375,12,39.86277584488614
../../data/plantvillage dataset/color/Tomato___Late_blight/3a0cd50f-708e-478a-9231-39db5f2fc7c3___GHLB_PS Leaf 32.1 Day 13.jpg,381.57850586413406,21.331137270089773,23.280197143554688,85.70483371028467,0.2716322538148865,40.99746393684769,4.891162222034136,214.00193786621094,0.00423431396484375,8,42.61426546014672
../../data/plantvillage dataset/color/Tomato___Late_blight/28130e0a-20fa-47bb-a995-74933946ff2f___GHLB_PS Leaf 24.4 Day 13.jpg,279.2796325683594,18.48747347208521,17.475997924804688,84.37961981995466,0.20711159829937806,33.87218556435716,4.507490871249874,46.578155517578125,0.00428009033203125,9,44.96260450217777
../../data/plantvillage dataset/color/Tomato___Late_blight/517a9ea3-3465-4855-997e-dde30e566ab3___GHLB_PS Leaf 15 Day 7.jpg,347.21575747430325,26.266607129069307,46.54814147949219,100.7885633021481,0.46183951784239896,58.676509797591564,6.646211407006993,62.67694091796875,0.3887481689453125,1,43.49656169286722
../../data/plantvillage dataset/color/Tomato___Late_blight/8fb5837a-daa2-49c9-8e6e-eeca83e1e764___GHLB_PS Leaf 26.1 Day 13.jpg,201.40455622202717,13.627531013558603,11.987823486328125,71.09896866589429,0.16860755804575553,30.6164370111531,3.2040917311458226,36.14292907714844,0.138885498046875,1,43.53583100930197
../../data/plantvillage dataset/color/Tomato___Late_blight/a59f35a2-f548-4e6f-8784-c106af003c33___GHLB_PS Leaf 25.1 Day 16.jpg,240.2236937880516,13.069317048810936,12.747787475585938,71.21859104733154,0.17899522144595387,26.14659290158248,3.286151959498928,34.168182373046875,0.0662689208984375,7,40.78085644574389
../../data/plantvillage dataset/color/Tomato___Late_blight/de8d11a4-24da-489d-9c88-0d7cf5344cdc___GHLB_PS Leaf 2.3 Day 16.jpg,170.54483032226562,16.81429889863952,19.44818115234375,85.41280967814616,0.22769630487076448,36.459043757232486,5.1308306068619824,56.70195007324219,0.00394439697265625,12,43.624874041535975
../../data/plantvillage dataset/color/Tomato___Late_blight/ff82087d-e992-41fb-a2ec-f726d92e6c58___GHLB_PS Leaf 27 day 13.jpg,387.6577453613281,24.777483916995912,25.899749755859375,95.6964164550728,0.2706449281517108,40.73065837817749,5.860223484263528,57.51683044433594,0.00576019287109375,10,43.842994482959256
../../data/plantvillage dataset/color/Tomato___Late_blight/ac205c4a-58c5-430f-8b4c-f853652df749___GHLB_PS Leaf 30 Day 13.jpg,228.51818829402328,19.46578717119765,19.29559326171875,93.04341618586423,0.2073826827593446,32.60943109669039,5.590580706355573,61.94862365722656,0.0054473876953125,9,45.08723399026213
../../data/plantvillage dataset/color/Tomato___Late_blight/0b988f87-fdce-40ba-aa09-7e6c9e1d6d30___GHLB_PS Leaf 21 Day 8.jpg,128.08297729492188,17.27150137558935,27.704940795898438,91.17489530279597,0.30386589097677674,37.35799885068255,5.8201360772577715,48.19703674316406,0.31362152099609375,1,42.08916526646676
../../data/plantvillage dataset/color/Tomato___Late_blight/9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13.jpg,285.6894836425781,26.887199276569557,37.31022644042969,103.3432514292125,0.3610320550634721,41.881712197121246,7.76451358474329,63.56884765625,0.00514984130859375,9,41.29289667066915
../../data/plantvillage dataset/color/Tomato___Late_blight/c9258e44-7f45-4baf-8140-69d4857c56ee___GHLB_PS Leaf 45 Day 18.jpg,227.60293579101562,18.426040153064104,23.617706298828125,85.24500192798035,0.27705678649384813,37.940058365428726,4.565966808853698,54.53080749511719,0.23867034912109375,1,49.126108105745395
../../data/plantvillage dataset/color/Tomato___Late_blight/75c6ecf4-8a75-4bc6-bfcb-2331f5c56b38___GHLB_PS Leaf 24.1 Day 13.jpg,491.16285705543123,29.880837632799107,37.49259948730469,102.28493073857122,0.3665505682663222,44.040173381833355,7.576377393294465,66.75628662109375,0.028350830078125,12,43.17724538358597
../../data/plantvillage dataset/color/Tomato___Late_blight/aa2b76f2-a7e8-443c-81eb-20c00c0fd488___GHLB_PS Leaf 39.1 Day 16.jpg,275.84225463774055,17.737768661630675,19.34234619140625,79.8987441396417,0.24208573488465582,41.33875194200157,4.225494405305268,47.13566589355469,0.00571441650390625,7,42.596876920489954
../../data/plantvillage dataset/color/Tomato___Late_blight/5600518d-5a2d-4155-a53b-cad312d7fbb1___GHLB_PS Leaf 26 Day 13.jpg,632.3480223482475,31.323814916919712,34.33329772949219,96.4883671137657,0.3558283631125307,49.47647657502289,6.444066891729074,57.58961486816406,0.01151275634765625,17,41.32122656874158
../../data/plantvillage dataset/color/Tomato___Late_blight/f21ce358-48ea-4676-9395-22145c4c9707___GHLB_PS Leaf 25.1 Day 9.jpg,646.5589141005185,31.428155769521922,31.550094604492188,99.83201126335742,0.31603184394695666,48.47100868723029,6.526518970039615,70.52946472167969,0.00850677490234375,35,43.74911381862393
../../data/plantvillage dataset/color/Tomato___Late_blight/cc182d88-d09a-4caa-948a-91db3007290a___GHLB_PS Leaf 2.1 Day 7.jpg,263.44268798455596,16.763851989212508,19.717376708984375,78.06713075852781,0.25256950674891443,42.23508876458446,3.5220755423519146,31.034011840820312,0.17780303955078125,1,41.34869023023784
../../data/plantvillage dataset/color/Tomato___Late_blight/c3459ef4-41aa-415d-9941-e3fbdac87f20___GHLB_PS Leaf 8 Day 13.jpg,398.2339782714844,24.769052440262985,29.592483520507812,95.66725828530583,0.30932718310223717,39.22833109774682,6.567763507259554,57.07810974121094,0.0078277587890625,14,42.58784005933654
